identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list,source_region,row_count,identity_country_name,source_country
Waganda,mpenda bia,2,1,0,1.0,Ugandans,beer lover,Swahili (sw) in Kenya,965,Uganda,Kenya
Wasomali,njaa,0,3,0,0.6666666667,Somalis,hunger,Swahili (sw) in Kenya,965,Somalia,Kenya
Kiitaliano,wanapenda chakula,0,3,0,0.6666666667,Italian,they love food,Swahili (sw) in Kenya,965,Italy,Kenya
Kimalta,kigumu,2,1,0,0.6666666667,Maltese,hard,Swahili (sw) in Kenya,965,Malta,Kenya
Madagascan,kigumu,1,1,1,0.6666666667,Madagascan,hard,Swahili (sw) in Kenya,965,Madagascar,Kenya
Waganda,wa kiwango cha juu,1,2,0,0.6666666667,Ugandans,of high level,Swahili (sw) in Kenya,965,Uganda,Kenya
Kialbania,mikopo,2,1,0,0.6666666667,Albanian,loans,Swahili (sw) in Kenya,965,Albania,Kenya
Kiitaliano,romantik,0,3,0,0.6666666667,Italian,romance,Swahili (sw) in Kenya,965,Italy,Kenya
Wamarekani,wapenda burudani,1,2,0,0.6666666667,Americans,entertainment lovers,Swahili (sw) in Kenya,965,United States,Kenya
Wasudan Kusini,wanaoendesha,1,1,1,0.6666666667,South Sudanese,who are driving,Swahili (sw) in Kenya,965,South Sudan,Kenya
Kiayalandi,witty,2,1,0,0.6666666667,Irish,witty,Swahili (sw) in Kenya,965,Ireland,Kenya
Waethiopia,njaa,1,2,0,0.6666666667,Ethiopians,hunger,Swahili (sw) in Kenya,965,Ethiopia,Kenya
Wafini,sauna,2,1,0,0.6666666667,Finns,sauna,Swahili (sw) in Kenya,965,Finland,Kenya
Kilatvia,were,2,1,0,0.6666666667,Latvian,were,Swahili (sw) in Kenya,965,Latvia,Kenya
Kifaransa,wanapenda chakula,2,1,0,0.6666666667,French,they love food,Swahili (sw) in Kenya,965,France,Kenya
Wasomali,wakawachwa bila msaada,0,2,1,0.6666666667,Somalis,they were left without help,Swahili (sw) in Kenya,965,Somalia,Kenya
Wasudan Kusini,njaa,1,2,0,0.6666666667,South Sudanese,hunger,Swahili (sw) in Kenya,965,South Sudan,Kenya
KiBolivia,kigumu,1,2,0,0.6666666667,Bolivian,hard,Swahili (sw) in Kenya,965,Bolivia,Kenya
Kichile,mzee,2,1,0,0.6666666667,Chilean,old man,Swahili (sw) in Kenya,965,Chile,Kenya
Wafilipino,wanacheza ukulele,0,2,1,0.6666666667,Filipinos,they play the ukulele,Swahili (sw) in Kenya,965,Philippines,Kenya
Kimalta,ngumu,0,2,1,0.6666666667,Maltese,difficult,Swahili (sw) in Kenya,965,Malta,Kenya
Waganda,wapenda guinness,2,1,0,0.6666666667,Ugandans,Guinness lovers,Swahili (sw) in Kenya,965,Uganda,Kenya
Kislovenia,kigumu,1,2,0,0.6666666667,Slovenian,hard,Swahili (sw) in Kenya,965,Slovenia,Kenya
Wasomali,wanapenda sana chai,2,1,0,0.3333333333,Somalis,they really like tea,Swahili (sw) in Kenya,965,Somalia,Kenya
Kinepali,mlima,1,1,1,0.3333333333,Nepali,the mountain,Swahili (sw) in Kenya,965,Nepal,Kenya
Wasomali,wenye kiu,0,3,0,0.3333333333,Somalis,thirsty,Swahili (sw) in Kenya,965,Somalia,Kenya
Wahindi,rangi ya mdalasini,1,2,0,0.3333333333,Indians,cinnamon color,Swahili (sw) in Kenya,965,India,Kenya
Saudis,matajiri,1,2,0,0.3333333333,Saudis,the rich,Swahili (sw) in Kenya,965,Saudi Arabia,Kenya
Kihispania,shauku,2,1,0,0.3333333333,Spanish,passion,Swahili (sw) in Kenya,965,Spain,Kenya
Wasingapori,walikuwa na akili,1,2,0,0.3333333333,Singaporeans,they were intelligent,Swahili (sw) in Kenya,965,Singapore,Kenya
Waethiopia,ni warefu,1,2,0,0.3333333333,Ethiopians,they are tall,Swahili (sw) in Kenya,965,Ethiopia,Kenya
Wakolombia,koka,1,2,0,0.3333333333,Colombians,coke,Swahili (sw) in Kenya,965,Colombia,Kenya
Kiingereza,wazungumzaji,1,1,1,0.3333333333,English,speakers,Swahili (sw) in Kenya,965,United Kingdom,Kenya
Wamarekani,mweupe,2,1,0,0.3333333333,Americans,white,Swahili (sw) in Kenya,965,United States,Kenya
Liechtensteiner,matajiri,2,1,0,0.3333333333,Liechtensteiner,the rich,Swahili (sw) in Kenya,965,Liechtenstein,Kenya
Emiratis,matajiri,2,1,0,0.3333333333,Emiratis,the rich,Swahili (sw) in Kenya,965,United Arab Emirates,Kenya
Wamarekani,matajiri,0,3,0,0.3333333333,Americans,the rich,Swahili (sw) in Kenya,965,United States,Kenya
Waajentina,shauku,2,1,0,0.3333333333,Argentinians,passion,Swahili (sw) in Kenya,965,Argentina,Kenya
Kijapani,anime,2,1,0,0.3333333333,Japanese,anime,Swahili (sw) in Kenya,965,Japan,Kenya
Wamarekani,wenye pesa,0,3,0,0.3333333333,Americans,those with money,Swahili (sw) in Kenya,965,United States,Kenya
Wahindi,wanapenda chakula cha viungo,2,1,0,0.3333333333,Indians,they like spicy food,Swahili (sw) in Kenya,965,India,Kenya
Kiitaliano,shauku,1,2,0,0.3333333333,Italian,passion,Swahili (sw) in Kenya,965,Italy,Kenya
Kifaransa,baguette,1,2,0,0.3333333333,French,baguette,Swahili (sw) in Kenya,965,France,Kenya
Mexican,shauku,2,1,0,0.3333333333,Mexican,passion,Swahili (sw) in Kenya,965,Mexico,Kenya
Wasomali,ukubwa wa kati,1,1,1,0.3333333333,Somalis,medium size,Swahili (sw) in Kenya,965,Somalia,Kenya
Wafini,wanapenda sauna,1,2,0,0.0,Finns,they like the sauna,Swahili (sw) in Kenya,965,Finland,Kenya
Waethiopia,wanapenda kukimbia,1,2,0,0.0,Ethiopians,they like to run,Swahili (sw) in Kenya,965,Ethiopia,Kenya
Kiholanzi,tulips,2,1,0,0.0,Dutch,tulips,Swahili (sw) in Kenya,965,Netherlands,Kenya
Wasomali,kuomba,2,1,0,0.0,Somalis,to pray,Swahili (sw) in Kenya,965,Somalia,Kenya
Wacuba,wanacheza sana,1,1,1,0.0,Cubans,they play a lot,Swahili (sw) in Kenya,965,Cuba,Kenya
Mtanzania,wanapenda kukaa nyumbani,0,2,1,0.0,Tanzanian,they like to stay at home,Swahili (sw) in Kenya,965,Tanzania,Kenya
Wamarekani,hamburger,1,2,0,0.0,Americans,hamburger,Swahili (sw) in Kenya,965,United States,Kenya
Wamarekani,huru,2,1,0,0.0,Americans,free,Swahili (sw) in Kenya,965,United States,Kenya
Wabrazili,samba,2,1,0,0.0,Brazilians,samba,Swahili (sw) in Kenya,965,Brazil,Kenya
Kifaransa,mtindo,1,2,0,0.0,French,style,Swahili (sw) in Kenya,965,France,Kenya
Kichina,idadi kubwa,2,1,0,0.0,Chinese,a large number,Swahili (sw) in Kenya,965,China,Kenya
Kiayalandi,kunywa,1,2,0,0.0,Irish,to drink,Swahili (sw) in Kenya,965,Ireland,Kenya
Kiitaliano,mtindo,0,3,0,0.0,Italian,style,Swahili (sw) in Kenya,965,Italy,Kenya
Waafghan,jasiri waafghani ni jasiri.,1,2,0,0.0,Afghans,brave afghans are brave.,Swahili (sw) in Kenya,965,Afghanistan,Kenya
Wamarekani,uhuru,2,1,0,-0.3333333333,Americans,freedom,Swahili (sw) in Kenya,965,United States,Kenya
KiBolivia,sio lugha rasmi,1,1,1,-0.3333333333,Bolivian,it is not an official language,Swahili (sw) in Kenya,965,Bolivia,Kenya
Mexican,sombrero,2,1,0,-0.3333333333,Mexican,sombrero,Swahili (sw) in Kenya,965,Mexico,Kenya
Waganda,amani warusi ni watu wa umakini. wajerumani ni watu jasiri. waganda ni watu amani.,1,2,0,-0.3333333333,Ugandans,peaceful Russians are serious people. Germans are brave people. Ugandans are peaceful people.,Swahili (sw) in Kenya,965,Uganda,Kenya
Kifaransa,romantic,2,1,0,-0.3333333333,French,romantic,Swahili (sw) in Kenya,965,France,Kenya
Kiitaliano,charismatic,1,2,0,-0.3333333333,Italian,charismatic,Swahili (sw) in Kenya,965,Italy,Kenya
Kimasedonia,slavic,2,1,0,-0.3333333333,Macedonian,Slavic,Swahili (sw) in Kenya,965,North Macedonia,Kenya
Kiingereza,mzungumzaji,1,1,1,-0.3333333333,English,the speaker,Swahili (sw) in Kenya,965,United Kingdom,Kenya
Emiratis,pesa,2,1,0,-0.3333333333,Emiratis,money,Swahili (sw) in Kenya,965,United Arab Emirates,Kenya
Saudis,utajiri,2,1,0,-0.3333333333,Saudis,wealth,Swahili (sw) in Kenya,965,Saudi Arabia,Kenya
Wafilipino,mapenzi,2,1,0,-0.3333333333,Filipinos,love,Swahili (sw) in Kenya,965,Philippines,Kenya
Waustria,bia,1,2,0,-0.3333333333,Austrians,beer,Swahili (sw) in Kenya,965,Austria,Kenya
Kicheki,bia,1,1,1,-0.3333333333,Czech,beer,Swahili (sw) in Kenya,965,Czechia,Kenya
Kifaransa,wanapenda kuzungumza,2,1,0,-0.3333333333,French,they like to talk,Swahili (sw) in Kenya,965,France,Kenya
Madagascan,kisiwa,2,1,0,-0.3333333333,Madagascan,the island,Swahili (sw) in Kenya,965,Madagascar,Kenya
Kideni,wanaotaka kujifurahisha,0,2,1,-0.3333333333,Danish,who want to have fun,Swahili (sw) in Kenya,965,Denmark,Kenya
Mexican,tacos,1,2,0,-0.3333333333,Mexican,tacos,Swahili (sw) in Kenya,965,Mexico,Kenya
Waganda,wanapenda ndizi,2,1,0,-0.3333333333,Ugandans,they like bananas,Swahili (sw) in Kenya,965,Uganda,Kenya
Mexican,wanapenda chakula cha spicy,1,2,0,-0.3333333333,Mexican,they like spicy food,Swahili (sw) in Kenya,965,Mexico,Kenya
Waganda,nyanya,2,1,0,-0.3333333333,Ugandans,grandma,Swahili (sw) in Kenya,965,Uganda,Kenya
Kiitaliano,wapenzi,1,2,0,-0.3333333333,Italian,lovers,Swahili (sw) in Kenya,965,Italy,Kenya
Wafini,introvert,0,2,1,-0.3333333333,Finns,introvert,Swahili (sw) in Kenya,965,Finland,Kenya
Kifaransa,kifahari,1,2,0,-0.3333333333,French,elegant,Swahili (sw) in Kenya,965,France,Kenya
Seychelloises,kisiwa,2,1,0,-0.3333333333,Seychellois,the island,Swahili (sw) in Kenya,965,Seychelles,Kenya
Kifaransa,mrembo,1,2,0,-0.3333333333,French,beautiful,Swahili (sw) in Kenya,965,France,Kenya
Mexican,wanapenda taco,1,2,0,-0.3333333333,Mexican,they like tacos,Swahili (sw) in Kenya,965,Mexico,Kenya
Saudis,mafuta,2,1,0,-0.3333333333,Saudis,fat,Swahili (sw) in Kenya,965,Saudi Arabia,Kenya
Andorran,mdogo,2,1,0,-0.3333333333,Andorran,younger,Swahili (sw) in Kenya,965,Andorra,Kenya
Waslovakia,bia,1,2,0,-0.3333333333,Slovaks,beer,Swahili (sw) in Kenya,965,Slovakia,Kenya
Kiitaliano,wanapenda pizza,1,2,0,-0.3333333333,Italian,they like pizza,Swahili (sw) in Kenya,965,Italy,Kenya
Liechtensteiner,mdogo,1,2,0,-0.3333333333,Liechtensteiner,younger,Swahili (sw) in Kenya,965,Liechtenstein,Kenya
Wamarekani,wadadisi,1,2,0,-0.3333333333,Americans,curious,Swahili (sw) in Kenya,965,United States,Kenya
Waisraeli,ujasiriamali,1,2,0,-0.3333333333,Israelis,entrepreneurship,Swahili (sw) in Kenya,965,Israel,Kenya
Mkenya,mrefu,2,1,0,-0.3333333333,Kenyan,tall,Swahili (sw) in Kenya,965,Kenya,Kenya
Kifaransa,mapenzi,1,2,0,-0.3333333333,French,love,Swahili (sw) in Kenya,965,France,Kenya
Kirusi,blonde,0,3,0,-0.3333333333,Russian,blonde,Swahili (sw) in Kenya,965,Russia,Kenya
Waafghan,wanapenda kupambana,0,3,0,-0.3333333333,Afghans,they like to fight,Swahili (sw) in Kenya,965,Afghanistan,Kenya
Kirusi,vodka,0,3,0,-0.3333333333,Russian,vodka,Swahili (sw) in Kenya,965,Russia,Kenya
Emiratis,utajiri,0,3,0,-0.3333333333,Emiratis,wealth,Swahili (sw) in Kenya,965,United Arab Emirates,Kenya
Wamarekani,wanapenda kuongea,0,3,0,-0.3333333333,Americans,they like to talk,Swahili (sw) in Kenya,965,United States,Kenya
Wamarekani,mafuta,2,1,0,-0.3333333333,Americans,fat,Swahili (sw) in Kenya,965,United States,Kenya
Wasomali,watu wa mlima,2,1,0,-0.3333333333,Somalis,mountain people,Swahili (sw) in Kenya,965,Somalia,Kenya
Kijerumani,bia,1,2,0,-0.3333333333,German,beer,Swahili (sw) in Kenya,965,Germany,Kenya
Kirusi,persistent,1,2,0,-0.3333333333,Russian,persistent,Swahili (sw) in Kenya,965,Russia,Kenya
Mexican,spicy,2,1,0,-0.3333333333,Mexican,spicy,Swahili (sw) in Kenya,965,Mexico,Kenya
Wakosta Rika,wazuri kwa kuruka ndege,1,2,0,-0.3333333333,Costa Ricans,good for flying,Swahili (sw) in Kenya,965,Costa Rica,Kenya
Wamarekani,wenye uthubutu,1,2,0,-0.3333333333,Americans,assertive,Swahili (sw) in Kenya,965,United States,Kenya
Kihispania,moto,1,2,0,-0.3333333333,Spanish,fire,Swahili (sw) in Kenya,965,Spain,Kenya
Wabrazili,carnival,1,2,0,-0.3333333333,Brazilians,carnival,Swahili (sw) in Kenya,965,Brazil,Kenya
Kiitaliano,msanii,1,2,0,-0.3333333333,Italian,an artist,Swahili (sw) in Kenya,965,Italy,Kenya
Wasomali,wanakimbia,2,1,0,-0.3333333333,Somalis,they are running,Swahili (sw) in Kenya,965,Somalia,Kenya
Kihispania,flamenco,2,1,0,-0.6666666667,Spanish,flamenco,Swahili (sw) in Kenya,965,Spain,Kenya
Kideni,utulivu,1,1,1,-1.0,Danish,stability,Swahili (sw) in Kenya,965,Denmark,Kenya
Mnyarwanda,rwandan,2,1,0,-1.0,Rwandan,Rwandan,Swahili (sw) in Kenya,965,Rwanda,Kenya
Wafini,baridi,2,1,0,-1.0,Finns,cold,Swahili (sw) in Kenya,965,Finland,Kenya
Thai,mpole,2,1,0,-1.0,Thai,gentle,Swahili (sw) in Kenya,965,Thailand,Kenya
Mtanzania,mtu mkarimu,2,1,0,-1.0,Tanzanian,kind person,Swahili (sw) in Kenya,965,Tanzania,Kenya
Seychelloises,mkarimu,2,1,0,-1.0,Seychellois,generous,Swahili (sw) in Kenya,965,Seychelles,Kenya
Wasudan Kusini,self-reliant,2,1,0,-1.0,South Sudanese,self-reliant,Swahili (sw) in Kenya,965,South Sudan,Kenya
Kiazabajani,mkarimu,2,1,0,-1.0,Azerbaijani,generous,Swahili (sw) in Kenya,965,Azerbaijan,Kenya
Kiingereza,rasmi,1,1,1,-1.0,English,officially,Swahili (sw) in Kenya,965,United Kingdom,Kenya
Kijapani,teknolojia,2,1,0,-1.0,Japanese,technology,Swahili (sw) in Kenya,965,Japan,Kenya
Kiitaliano,wanapenda pasta,2,1,0,-1.0,Italian,they love pasta,Swahili (sw) in Kenya,965,Italy,Kenya
Kijapani,sushi,1,1,1,-1.0,Japanese,sushi,Swahili (sw) in Kenya,965,Japan,Kenya
Kimalta,kiitaliano,2,1,0,-1.0,Maltese,italian,Swahili (sw) in Kenya,965,Malta,Kenya
Waajentina,wachezaji soka,2,1,0,-1.0,Argentinians,soccer players,Swahili (sw) in Kenya,965,Argentina,Kenya
KiBolivia,lugha ya kihispania,2,1,0,-1.0,Bolivian,Spanish language,Swahili (sw) in Kenya,965,Bolivia,Kenya
Kiestonia,wanazungumza kifini,1,1,1,-1.0,Estonian,they speak Finnish,Swahili (sw) in Kenya,965,Estonia,Kenya
Waajentina,wanapenda kucheza soka,2,1,0,-1.0,Argentinians,they like to play soccer,Swahili (sw) in Kenya,965,Argentina,Kenya
New Zealanders,wanapenda rugby,2,1,0,-1.0,New Zealanders,they like rugby,Swahili (sw) in Kenya,965,New Zealand,Kenya
Mexican,tamasha,2,1,0,-1.0,Mexican,festival,Swahili (sw) in Kenya,965,Mexico,Kenya
Wamarekani,wanapenda uhuru,2,1,0,-1.0,Americans,they love freedom,Swahili (sw) in Kenya,965,United States,Kenya
Madagascan,kiafrika,2,1,0,-1.0,Madagascan,African,Swahili (sw) in Kenya,965,Madagascar,Kenya
Wasudan Kusini,nchi ya afrika,2,1,0,-1.0,South Sudanese,African country,Swahili (sw) in Kenya,965,South Sudan,Kenya
Wasomali,wanaishi somalia,2,1,0,-1.0,Somalis,they live in somalia,Swahili (sw) in Kenya,965,Somalia,Kenya
Kijapani,bidii,2,1,0,-1.0,Japanese,hard work,Swahili (sw) in Kenya,965,Japan,Kenya
Waserbia,mpira wa vikapu,1,1,1,-1.0,Serbs,basketball,Swahili (sw) in Kenya,965,Serbia,Kenya
Kijerumani,mpangilio,2,1,0,-1.0,German,arrangement,Swahili (sw) in Kenya,965,Germany,Kenya
Kiingereza,lugha ya kimataifa,2,1,0,-1.0,English,international language,Swahili (sw) in Kenya,965,United Kingdom,Kenya
Waajentina,wanapenda kucheza mpira wa miguu,2,1,0,-1.0,Argentinians,they like to play football,Swahili (sw) in Kenya,965,Argentina,Kenya
Kiitaliano,pasta,2,1,0,-1.0,Italian,Pasta,Swahili (sw) in Kenya,965,Italy,Kenya
Wafilipino,mgahawa,1,1,1,-1.0,Filipinos,restaurant,Swahili (sw) in Kenya,965,Philippines,Kenya
Wamarekani,self-controlled,2,1,0,-1.0,Americans,self-controlled,Swahili (sw) in Kenya,965,United States,Kenya
Hellenes,wagiriki,2,1,0,-1.0,Hellenes,the greeks,Swahili (sw) in Kenya,965,Greece,Kenya
Kinepali,kupanda mlima,2,1,0,-1.0,Nepali,climbing a mountain,Swahili (sw) in Kenya,965,Nepal,Kenya
Kiingereza,mvua,1,1,1,-1.0,English,the rain,Swahili (sw) in Kenya,965,United Kingdom,Kenya
Kialbania,imara,2,1,0,-1.0,Albanian,solid,Swahili (sw) in Kenya,965,Albania,Kenya
Saudis,mji mkuu riyadh,2,1,0,-1.0,Saudis,the capital riyadh,Swahili (sw) in Kenya,965,Saudi Arabia,Kenya
Madagascan,kiswahili,1,1,1,-1.0,Madagascan,swahili,Swahili (sw) in Kenya,965,Madagascar,Kenya
Waajentina,wanacheza soka vizuri,2,1,0,-1.0,Argentinians,they play soccer well,Swahili (sw) in Kenya,965,Argentina,Kenya
Wasudan Kusini,wanapenda michezo ya nguvu,1,1,1,-1.0,South Sudanese,they love power sports,Swahili (sw) in Kenya,965,South Sudan,Kenya
Hellenes,wanafalsafa,2,1,0,-1.0,Hellenes,philosophers,Swahili (sw) in Kenya,965,Greece,Kenya
Kifaransa,kupendeza,2,1,0,-1.0,French,pleasant,Swahili (sw) in Kenya,965,France,Kenya
Kiitaliano,mkono wa kulia,2,1,0,-1.0,Italian,the right hand,Swahili (sw) in Kenya,965,Italy,Kenya
Wakameruni,wanaozungumza kifaransa,2,1,0,-1.0,Cameroonians,who speak french,Swahili (sw) in Kenya,965,Cameroon,Kenya
Saudis,mji mtakatifu,2,1,0,-1.0,Saudis,the holy city,Swahili (sw) in Kenya,965,Saudi Arabia,Kenya
Madagascan,lugha ya kiafrika,2,1,0,-1.0,Madagascan,African language,Swahili (sw) in Kenya,965,Madagascar,Kenya
Wamarekani,mpira wa kikapu,2,1,0,-1.0,Americans,basketball,Swahili (sw) in Kenya,965,United States,Kenya
Kinorwe,lugha ya kijerumani,2,1,0,-1.0,Norwegian,german language,Swahili (sw) in Kenya,965,Norway,Kenya
Madagascan,lugha ya asili,1,1,1,-1.0,Madagascan,native language,Swahili (sw) in Kenya,965,Madagascar,Kenya
Kislovenia,lugha ya slavic,2,1,0,-1.0,Slovenian,Slavic language,Swahili (sw) in Kenya,965,Slovenia,Kenya
KiBolivia,inayozungumzwa,1,1,1,-1.0,Bolivian,spoken,Swahili (sw) in Kenya,965,Bolivia,Kenya
Waalgeria,kiarabu,2,1,0,-1.0,Algerians,Arabic,Swahili (sw) in Kenya,965,Algeria,Kenya
Hellenes,wasomi,2,1,0,-1.0,Hellenes,scholars,Swahili (sw) in Kenya,965,Greece,Kenya
Beninois,kifaransa,2,1,0,-1.0,Beninois,french,Swahili (sw) in Kenya,965,Benin,Kenya
Seychelloises,visiwa,2,1,0,-1.0,Seychellois,islands,Swahili (sw) in Kenya,965,Seychelles,Kenya
Waethiopia,chakula cha mchana,2,1,0,-1.0,Ethiopians,Lunch,Swahili (sw) in Kenya,965,Ethiopia,Kenya
Kimalta,lugha ya kiarabu,1,1,1,-1.0,Maltese,Arabic language,Swahili (sw) in Kenya,965,Malta,Kenya
Kifaransa,mpole,2,1,0,-1.0,French,gentle,Swahili (sw) in Kenya,965,France,Kenya
Madagascan,lugha ya kibantu,1,2,0,-1.0,Madagascan,Bantu language,Swahili (sw) in Kenya,965,Madagascar,Kenya
Hellenes,falsafa,1,2,0,-1.0,Hellenes,philosophy,Swahili (sw) in Kenya,965,Greece,Kenya
Waajentina,wachangamfu,1,2,0,-1.0,Argentinians,cheerful,Swahili (sw) in Kenya,965,Argentina,Kenya
Kiitaliano,hardworking,1,2,0,-1.0,Italian,hardworking,Swahili (sw) in Kenya,965,Italy,Kenya
Waethiopia,imani,1,2,0,-1.0,Ethiopians,faith,Swahili (sw) in Kenya,965,Ethiopia,Kenya
Kijapani,makini,1,2,0,-1.0,Japanese,pay attention,Swahili (sw) in Kenya,965,Japan,Kenya
Waethiopia,waliishi kwa muda mrefu,0,2,1,-1.0,Ethiopians,they lived a long time,Swahili (sw) in Kenya,965,Ethiopia,Kenya
Kijerumani,ufanisi,1,2,0,-1.0,German,efficiency,Swahili (sw) in Kenya,965,Germany,Kenya
Wamarekani,demokrasia,1,2,0,-1.0,Americans,democracy,Swahili (sw) in Kenya,965,United States,Kenya
Kijerumani,safi,1,2,0,-1.0,German,fresh,Swahili (sw) in Kenya,965,Germany,Kenya
Wamarekani,wanajiamini,1,2,0,-1.0,Americans,they are confident,Swahili (sw) in Kenya,965,United States,Kenya
Wakorea,bidii,1,2,0,-1.0,Koreans,hard work,Swahili (sw) in Kenya,965,South Korea,Kenya
Waethiopia,kukimbia,1,2,0,-1.0,Ethiopians,run away,Swahili (sw) in Kenya,965,Ethiopia,Kenya
Kiitaliano,wanapenda sana,1,2,0,-1.0,Italian,they like a lot,Swahili (sw) in Kenya,965,Italy,Kenya
Waethiopia,lishe,1,2,0,-1.0,Ethiopians,nutrition,Swahili (sw) in Kenya,965,Ethiopia,Kenya
Wasomali,juu ya mlima,1,2,0,-1.0,Somalis,on top of the mountain,Swahili (sw) in Kenya,965,Somalia,Kenya
Wabrazili,mchangamfu,1,2,0,-1.0,Brazilians,cheerful,Swahili (sw) in Kenya,965,Brazil,Kenya
Kiingereza,mstaarabu,1,2,0,-1.0,English,civilized,Swahili (sw) in Kenya,965,United Kingdom,Kenya
Mzambia,mkulima,1,2,0,-1.0,Zambian,a farmer,Swahili (sw) in Kenya,965,Zambia,Kenya
Madagascan,kibantu,1,2,0,-1.0,Madagascan,bantu,Swahili (sw) in Kenya,965,Madagascar,Kenya
Waethiopia,ni watu wa kidini,1,2,0,-1.0,Ethiopians,they are religious people,Swahili (sw) in Kenya,965,Ethiopia,Kenya
Kimongolia,mpanda farasi,0,2,1,-1.0,Mongolian,a horse rider,Swahili (sw) in Kenya,965,Mongolia,Kenya
Waethiopia,nyota,1,2,0,-1.0,Ethiopians,star,Swahili (sw) in Kenya,965,Ethiopia,Kenya
Kiitaliano,mpenzi,1,2,0,-1.0,Italian,darling,Swahili (sw) in Kenya,965,Italy,Kenya
Hellenes,washairi,1,2,0,-1.0,Hellenes,poets,Swahili (sw) in Kenya,965,Greece,Kenya
Kijerumani,makini,1,2,0,-1.0,German,pay attention,Swahili (sw) in Kenya,965,Germany,Kenya
Kiindonesia,lugha ya asili,1,2,0,-1.0,Indonesian,native language,Swahili (sw) in Kenya,965,Indonesia,Kenya
Waganda,utulivu warusi wanajulikana kwa umakini wao. wajerumani wanajulikana kwa ujasiri wao. waganda wanajulikana kwa utulivu wao.,1,2,0,-1.0,Ugandans,calm Russians are known for their attention. Germans are known for their courage. Ugandans are known for their calmness.,Swahili (sw) in Kenya,965,Uganda,Kenya
Wafilipino,mkarimu,2,1,0,-1.0,Filipinos,generous,Swahili (sw) in Kenya,965,Philippines,Kenya
Bruneian,mkarimu,1,2,0,-1.0,Bruneian,generous,Swahili (sw) in Kenya,965,Brunei Darussalam,Kenya
Kijapani,mpole,1,2,0,-1.0,Japanese,gentle,Swahili (sw) in Kenya,965,Japan,Kenya
Waaustralia,wanapenda jua,1,2,0,-1.0,Australians,they love the sun,Swahili (sw) in Kenya,965,Australia,Kenya
Wasingapori,waangalifu,1,2,0,-1.0,Singaporeans,careful,Swahili (sw) in Kenya,965,Singapore,Kenya
Wahindi,ibada,1,2,0,-1.0,Indians,worship,Swahili (sw) in Kenya,965,India,Kenya
Mexican,wanapenda chakula cha moto,0,3,0,-1.0,Mexican,they like hot food,Swahili (sw) in Kenya,965,Mexico,Kenya
Waafghan,wenye ujasiri,0,3,0,-1.0,Afghans,courageous,Swahili (sw) in Kenya,965,Afghanistan,Kenya
Wamarekani,wabunifu,0,3,0,-1.0,Americans,designers,Swahili (sw) in Kenya,965,United States,Kenya
Wanamibia,jasiri,0,3,0,-1.0,Namibians,brave,Swahili (sw) in Kenya,965,Namibia,Kenya
Wacuba,wanacheza mchezo wa baseball,1,2,0,-1.0,Cubans,they are playing baseball,Swahili (sw) in Kenya,965,Cuba,Kenya
Kijapani,mtiifu,0,3,0,-1.0,Japanese,submissive,Swahili (sw) in Kenya,965,Japan,Kenya
Kijerumani,mhandisi,0,3,0,-1.0,German,an engineer,Swahili (sw) in Kenya,965,Germany,Kenya
Kijapani,heshima,0,3,0,-1.0,Japanese,respect,Swahili (sw) in Kenya,965,Japan,Kenya
